Date,Management Unit,County,Sex,Age,materialSampleType,Weight,Length
8/17/91,Santiam,Marion,F,0,A,36,
8/26/91,Evans Creek,Douglas,M,3,A,105,78
9/2/91,Rogue,Jackson,M,2,A,100,
9/19/91,McKenzie,Linn,M,2,A,80,
11/21/91,Dixon,Douglas,M,2,B,90,75
11/21/91,Indigo,Douglas,M,3,A,111,85
11/27/91,Dixon,Douglas,M,1,B,52,
11/29/91,McKenzie,Lane,F,5,A,63,79
11/30/91,Dixon,Jackson,F,5,A,103,77
11/30/91,Applegate,Jackson,F,6,A,101,80
11/30/91,Indigo,Lane,M,5,A,149,90
12/1/91,Sled Springs,Wallowa,F,2,A,91,76
12/1/91,Wenaha,Union,M,6,A,138,83
12/2/91,Keating,Baker,F,2,A,84,74
12/2/91,Snake River,Wallowa,F,7,A,92,75
12/2/91,Minam,Wallowa,M,5,A,117,80
12/2/91,Minam,Wallowa,M,6,A,131,82
12/2/91,Rogue,Jackson,M,4,A,138,99
12/3/91,Snake River,Wallowa,F,9,A,106,67
12/3/91,Wenaha,Union,F,2,A,66,69
12/3/91,Imnaha,Wallowa,F,12,A,97,74
12/3/91,Chesnimnus,Wallowa,M,5,A,104,79
12/3/91,Imnaha,Wallowa,M,5,B,119,80
12/3/91,Sixes,Curry,M,2,A,130,82
12/4/91,Walla Walla,Umatilla,F,0,A,16,
12/4/91,Lookout Mtn,Baker,F,2,A,78,69
12/4/91,Indigo,Douglas,F,2,A,73,76
12/4/91,Minam,Wallowa,M,6,B,93,79
12/4/91,Wenaha,Wallowa,M,2,A,129,79
12/5/91,Keating,Baker,F,2,A,72,72
12/6/91,Wenaha,Wallowa,F,5,A,88,77
12/6/91,Keating,Baker,M,4,B,100,78
12/6/91,Lookout Mtn,Baker,M,2,A,120,79
12/6/91,Chesnimnus,Wallowa,M,5,A,120,80
12/6/91,Keating,Baker,M,3,A,129,83
12/7/91,Indigo,Lane,M,7,A,130,70
12/7/91,Indigo,Lane,M,6,A,125,88
12/7/91,Dixon,Douglas,M,5,A,145,89
12/8/91,Wenaha,Union,F,5,A,88,73
12/9/91,Sumpter,Baker,M,2,A,105,80
12/11/91,Imnaha,Wallowa,M,4,A,128,79
12/12/91,Keating,Baker,F,4,A,83,67
12/13/91,Wenaha,Wallowa,M,2,A,120,78
12/14/91,Wenaha,Wallowa,F,2,B,87,
12/14/91,Fort Rock,Klamath,M,1,A,103,78
12/14/91,Catherine Creek,Union,M,2,A,117,80
12/15/91,Murderers Creek,Grant,M,3,A,137,80
12/17/91,Keating,Baker,M,3,A,137,80
12/18/91,Sled Springs,Wallowa,M,6,A,103,76
12/19/91,Wenaha,Union,F,2,A,75,72
12/19/91,Wenaha,Wallowa,M,8,A,119,76
12/19/91,Dixon,Douglas,F,3,A,85,80
12/19/91,Mt Emily,Umatilla,M,7,A,141,82
12/20/91,Mt Emily,Umatilla,F,7,A,105,
12/20/91,Mt Emily,Umatilla,M,1,A,96,71
12/20/91,Dixon,Douglas,F,1,A,75,73
12/20/91,Wenaha,Wallowa,F,3,A,91,73
12/20/91,Rogue,Jackson,M,3,A,112,78
12/20/91,Dixon,Douglas,M,1,A,100,80
12/20/91,Applegate,Josephine,M,6,A,138,84
12/21/91,Dixon,Douglas,F,8,A,84,74
12/21/91,Indigo,Lane,M,6,A,123,80
12/21/91,Applegate,Josephine,M,9,B,110,81
12/21/91,Hood,Hood River,M,4,A,135,85
12/21/91,Minam,Wallowa,M,4,A,158,87
12/21/91,Sled Springs,Wallowa,M,9,A,172,88
12/22/91,McKenzie,Linn,M,6,A,130,83
12/27/91,Minam,Wallowa,F,5,A,81,69
12/27/91,Sled Springs,Wallowa,F,4,A,83,74
12/27/91,Keating,Baker,F,8,A,102,77
12/27/91,Lookout Mtn,Baker,M,2,A,112,80
12/28/91,Murderers Creek,Grant,F,3,A,73,75
12/28/91,McKenzie,Lane,M,6,A,120,80
12/28/91,Lookout Mtn,Baker,M,4,A,105,81
12/29/91,Keating,Baker,F,1,C,,59
12/29/91,McKenzie,Lane,F,4,A,90,70
12/29/91,Applegate,Josephine,F,2,A,75,75
12/29/91,Indigo,Lane,M,3,B,100,84
12/30/91,Sled Springs,Wallowa,F,5,A,80,70
12/30/91,McKenzie,Lane,F,5,A,90,74
12/30/91,Interstate,Klamath,F,3,A,90,77
12/30/91,Evans Creek,Jackson,M,1,A,110,81
12/30/91,Sled Springs,Wallowa,M,5,A,142,84
12/31/91,Imnaha,Wallowa,M,4,A,120,
12/31/91,Interstate,Lake,M,8,A,145,82
12/31/91,Lookout Mtn,Baker,M,5,A,135,83
1/1/92,Interstate,Lake,M,0,A,50,57
1/1/92,Sixes,Curry,M,3,C,,80
1/4/92,Indigo,Douglas,M,6,B,95,92
1/5/92,Indigo,Douglas,M,6,B,147,
1/5/92,Indigo,Lane,F,4,A,85,74
1/5/92,Dixon,Douglas,M,2,A,84,75
1/5/92,Indigo,Douglas,M,2,B,72,76
1/5/92,Dixon,Jackson,M,6,A,129,82
1/6/92,Dixon,Douglas,F,2,A,113,83
1/6/92,White River,Wasco,M,3,B,105,85
1/6/92,Interstate,Lake,M,5,A,165,86
1/6/92,Mt Emily,Union,M,12,A,159,90
1/8/92,Klamath Falls,Klamath,M,3,B,130,83
1/8/92,Rogue,Jackson,M,8,A,136,84
1/9/92,White River,Wasco,F,6,A,98,83
1/9/92,Indigo,Douglas,M,8,A,138,84
1/11/92,Chetco,Curry,F,5,C,,67
1/11/92,Mt Emily,Umatilla,F,5,A,94,76
1/11/92,Indigo,Douglas,M,4,B,116,81
1/11/92,Dixon,Douglas,M,3,A,140,88
1/11/92,Dixon,Douglas,M,5,A,152,90
1/12/92,Mt Emily,Umatilla,M,2,A,78,72
1/12/92,Indigo,Lane,F,3,A,79,73
1/12/92,McKenzie,Lane,F,5,A,75,75
1/12/92,McKenzie,Linn,M,3,A,126,80
1/12/92,Rogue,Jackson,M,3,A,130,82
1/12/92,McKenzie,Lane,M,6,A,138,82
1/12/92,Mt Emily,Umatilla,M,6,A,144,82
1/12/92,Indigo,Douglas,M,5,B,115,87
1/13/92,Evans Creek,Jackson,F,1,A,56,64
1/13/92,Mt Emily,Umatilla,F,5,A,84,75
1/13/92,Dixon,Douglas,M,4,B,138,87
1/15/92,Mt Emily,Umatilla,F,5,A,80,72
1/18/92,Rogue,Jackson,M,3,A,142,83
1/19/92,Rogue,Jackson,F,2,A,70,78
1/23/92,Dixon,Douglas,F,5,B,77,80
1/23/92,McKenzie,Lane,M,5,A,130,83
1/26/92,Silver Lake,Lake,M,4,B,125,
1/28/92,Rogue,Jackson,M,5,A,135,83
1/30/92,Indigo,Douglas,F,4,A,75,73
1/30/92,Rogue,Jackson,F,3,A,102,74
1/31/92,Mt Emily,Umatilla,F,0,A,18,34
2/18/92,Dixon,Douglas,F,6,A,90,80
2/21/92,McKenzie,Lane,F,0,A,16,
2/25/92,Alsea,Lincoln,M,3,B,104,79
3/1/92,Dixon,Douglas,M,2,A,93,
3/7/92,Dixon,Douglas,F,2,A,59,
3/18/92,Dixon,Douglas,M,2,A,76,77
4/12/92,Indigo,Douglas,M,3,A,68,79
4/14/92,McKenzie,Lane,M,0,A,28,63
5/10/92,Catherine Creek,Union,F,3,A,65,
5/20/92,Sixes,Curry,F,1,A,62,68
6/8/92,Indigo,Douglas,F,0,A,39,66
7/8/92,Indigo,Lane,M,0,A,58,67
7/27/92,Imnaha,Wallowa,M,5,A,105,74
8/29/92,Chetco,Curry,M,9,A,87,80
9/8/92,Applegate,Jackson,M,2,A,43,67
9/22/92,Sixes,Coos,M,2,A,106,76
10/3/92,White River,Hood River,F,7,A,84,77
10/7/92,White River,Wascol,M,1,A,78,73
10/29/92,Sled Springs,Wallowa,M,5,A,123,78
11/19/92,McKenzie,Lane,M,6,A,149,84
11/20/92,Dixon,Douglas,M,2,A,100,76
11/20/92,Klamath Falls,Klamath,M,6,A,102,79
11/20/92,McKenzie,Lane,M,4,A,110,82
11/23/92,Evans Creek,Douglas,F,3,A,75,70
11/25/92,McKenzie,Lane,F,5,A,93,73
11/27/92,Chetco,Curry,M,4,A,123,84
11/28/92,Keating,Baker,F,3,A,72,73
12/1/92,Wenaha,Wallowa,M,3,A,118,
12/1/92,Pine Creek,Baker,F,2,A,70,71
12/1/92,Chesnimnus,Wallowa,M,2,A,117,80
12/1/92,Sled Springs,Wallowa,M,7,A,130,81
12/1/92,Chesnimnus,Wallowa,M,3,A,145,81
12/2/92,Indigo,Lane,M,1,B,91,82
12/2/92,Murderers Creek,Grant,M,8,A,175,82
12/3/92,Wenaha,Union,F,2,A,70,67
12/3/92,Sled Springs,Wallowa,F,7,A,95,74
12/3/92,Dixon,Douglas,M,2,A,106,75
12/3/92,Chesnimnus,Wallowa,M,4,A,124,77
12/3/92,Minam,Wallowa,M,7,A,150,82
12/3/92,White River,Wasco,M,9,A,132,83
12/3/92,Imnaha,Wallowa,M,12,A,162,84
12/3/92,Rogue,Jackson,M,3,A,135,85
12/5/92,Klamath Falls,Klamath,M,5,A,83,70
12/5/92,Lookout Mtn,Baker,M,2,A,126,80
12/5/92,Minam,Wallowa,M,2,A,117,82
12/5/92,Wenaha,Union,M,4,A,117,84
12/5/92,Imnaha,Wallowa,M,6,A,146,84
12/6/92,Keating,Baker,F,9,A,94,
12/6/92,Imnaha,Wallowa,F,6,A,87,73
12/6/92,Dixon,Douglas,F,2,B,75,74
12/6/92,Keating,Baker,M,3,A,135,85
12/6/92,Murderers Creek,Grant,M,3,A,154,86
12/7/92,Imnaha,Wallowa,F,3,A,84,
12/7/92,Chetco,Curry,F,0,A,40,57
12/7/92,Indigo,Douglas,F,3,A,63,73
12/7/92,Wenaha,Wallowa,F,5,A,95,75
12/7/92,Indigo,Douglas,F,5,A,81,77
12/7/92,Wenaha,Union,M,11,A,134,80
12/7/92,Sled Springs,Wallowa,M,4,A,116,83
12/8/92,Wenaha,Union,F,4,A,84,
12/8/92,Wenaha,Wallowa,M,6,A,115,79
12/8/92,Minam,Wallowa,M,5,A,120,81
12/8/92,Dixon,Douglas,M,4,B,114,83
12/9/92,Dixon,Jackson,M,6,A,133,
12/9/92,Dixon,Douglas,F,6,A,84,74
12/9/92,Wenaha,Wallowa,M,5,A,119,81
12/10/92,Wenaha,Union,F,5,A,69,74
12/10/92,Minam,Wallowa,M,7,A,138,84
12/10/92,Dixon,Douglas,M,6,A,160,89
12/11/92,Imnaha,Wallowa,M,8,A,131,75
12/11/92,Applegate,Josephine,F,4,A,110,82
12/12/92,Sled Springs,Wallowa,F,5,A,80,69
12/12/92,Rogue,Jackson,F,2,A,80,71
12/13/92,Snake River,Wallowa,M,0,A,68,69
12/13/92,Minam,Wallowa,F,4,A,80,70
12/13/92,Sled Springs,Wallowa,M,8,A,117,74
12/13/92,Indigo,Douglas,M,4,B,96,78
12/13/92,Applegate,Jackson,M,3,B,90,81
12/13/92,Sled Springs,Wallowa,M,7,A,138,84
12/13/92,Indigo,Douglas,F,2,A,103,87
12/14/92,Evans Creek,Douglas,M,4,A,148,92
12/15/92,Keating,Baker,M,5,A,100,83
12/17/92,Dixon,Jackson,M,4,A,115,78
12/17/92,Lookout Mtn,Baker,M,5,A,130,83
12/17/92,Silver Lake,Lake,M,7,A,165,96
12/18/92,Applegate,Jackson,F,4,A,74,73
12/18/92,Chetco,Curry,F,5,A,84,75
12/18/92,Pine Creek,Baker,M,7,A,130,86
12/19/92,Keating,Baker,M,4,A,138,
12/19/92,Murderers Creek,Grant,F,7,A,92,72
12/19/92,Sled Springs,Wallowa,F,3,A,77,73
12/19/92,Ukiah,Umatilla,F,2,A,75,73
12/19/92,Indigo,Douglas,F,1,A,78,75
12/19/92,Indigo,Lane,F,6,A,86,77
12/19/92,Sled Springs,Wallowa,M,5,A,114,79
12/19/92,Wenaha,Wallowa,M,11,A,136,81
12/19/92,Keating,Baker,M,6,A,150,82
12/19/92,Indigo,Lane,M,12,A,143,84
12/19/92,Walla Walla,Umatilla,M,13,A,157,87
12/19/92,Applegate,Jackson,M,8,A,145,89
12/19/92,Tioga,Coos,M,11,A,207,97
12/20/92,Dixon,Douglas,M,5,A,118,86
12/20/92,McKenzie,Lane,M,4,A,151,88
12/21/92,Minam,Wallowa,M,11,A,121,80
12/21/92,Walla Walla,Umatilla,M,11,A,180,81
12/21/92,Murderers Creek,Grant,M,8,A,129,82
12/22/92,Mt Emily,Union,F,6,A,73,77
12/23/92,Imnaha,Wallowa,F,3,A,70,71
12/23/92,McKenzie,Lane,M,3,A,145,85
12/23/92,Evans Creek,Jackson,M,3,A,130,85
12/24/92,Evans Creek,Jackson,F,2,A,90,74
12/24/92,Sumpter,Baker,F,4,A,96,78
12/26/92,Sled Springs,Wallowa,M,4,A,100,76
12/26/92,Walla Walla,Umatilla,F,11,A,105,78
12/27/92,Chesnimnus,Wallowa,F,7,A,88,76
12/27/92,Sled Springs,Wallowa,M,3,A,93,76
12/27/92,Imnaha,Wallowa,F,3,A,100,77
12/28/92,Sled Springs,Wallowa,M,5,A,134,84
12/29/92,Chesnimnus,Wallowa,F,0,A,56,66
12/29/92,Imnaha,Wallowa,M,9,A,110,79
12/29/92,Walla Walla,Umatilla,M,2,A,112,79
12/30/92,Sumpter,Baker,F,4,A,85,69
12/30/92,Imnaha,Wallowa,F,2,B,76,71
12/30/92,McKenzie,Lane,F,8,A,75,75
12/30/92,Dixon,Douglas,M,3,A,83,76
12/30/92,Sled Springs,Wallowa,M,3,A,104,77
12/30/92,Melrose,Douglas,M,4,B,82,82
12/30/92,White River,Wasco,M,1,A,112,84
12/31/92,Indigo,Douglas,F,2,A,80,72
12/31/92,Dixon,Douglas,F,7,A,83,78
12/31/92,McKenzie,Lane,F,9,A,103,80
12/31/92,Imnaha,Wallowa,M,7,A,144,92
1/1/93,Dixon,Douglas,M,1,A,48,69
1/1/93,Powers,Douglas,F,2,A,81,76
1/1/93,Ukiah,Umatilla,M,9,A,157,81
1/1/93,Dixon,Douglas,M,3,A,120,82
1/1/93,Indigo,Lane,M,3,A,130,82
1/1/93,Ukiah,Umatilla,M,10,A,156,87
1/2/93,Silver Lake,Lake,F,2,A,75,74
1/2/93,Walla Walla,Umatilla,F,3,A,95,76
1/2/93,Ukiah,Umatilla,M,6,A,140,76
1/2/93,Indigo,Douglas,M,9,B,124,78
1/2/93,Dixon,Douglas,F,5,A,89,79
1/2/93,Mt Emily,Umatilla,M,12,A,148,82
1/3/93,Indigo,Douglas,F,2,A,60,73
1/3/93,Ukiah,Umatilla,F,5,A,95,75
1/3/93,Walla Walla,Umatilla,M,2,A,124,76
1/3/93,McKenzie,Linn,F,4,A,84,76
1/4/93,Walla Walla,Umatilla,F,1,A,88,72
1/5/93,McKenzie,Lane,F,8,A,95,79
1/6/93,Indigo,Douglas,F,2,A,86,73
1/6/93,Rogue,Jackson,M,4,B,100,83
1/6/93,Dixon,Jackson,M,5,B,92,83
1/8/93,Walla Walla,Umatilla,F,0,A,50,64
1/9/93,Dixon,Douglas,M,3,A,75,75
1/9/93,Sixes,Curry,M,5,C,,80
1/10/93,Applegate,Jackson,F,8,A,80,75
1/10/93,Evans Creek,Jackson,F,8,A,87,76
1/10/93,Rogue,Jackson,F,5,A,90,84
1/12/93,Melrose,Douglas,M,1,A,58,75
1/12/93,Indigo,Douglas,M,9,B,120,84
1/13/93,Applegate,Jackson,M,3,B,92,78
1/13/93,Evans Creek,Douglas,M,3,A,150,88
1/15/93,Evans Creek,Jackson,M,2,A,70,78
1/15/93,Indigo,Douglas,M,2,A,89,81
1/15/93,Dixon,Douglas,M,6,A,101,83
1/15/93,Walla Walla,Umatilla,M,4,A,171,91
1/16/93,Chetco,Josephine,F,3,A,61,69
1/17/93,Rogue,Jackson,M,5,A,150,86
1/18/93,Applegate,Josephine,F,1,A,57,
1/20/93,Indigo,Douglas,M,2,A,128,88
1/21/93,Powers,Douglas,F,2,A,73,76
1/23/93,Indigo,Lane,M,10,A,124,83
1/27/93,Siuslaw,Lane,M,11,A,130,80
1/28/93,McKenzie,Lane,M,2,A,85,74
1/29/93,Evans Creek,Douglas,F,9,A,84,72
1/29/93,McKenzie,Lane,M,5,A,155,82
1/31/93,White River,Wasco,M,7,A,151,81
2/20/93,Dixon,Douglas,M,6,A,175,
2/24/93,Melrose,Douglas,M,5,A,122,79
2/25/93,Dixon,Douglas,M,5,A,102,84
3/2/93,Applegate,Jackson,M,4,A,110,85
3/4/93,Chetco,Curry,M,4,A,138,80
3/29/93,Evans Creek,Douglas,M,2,A,73,76
4/10/93,Indigo,Douglas,M,7,A,140,91
4/13/93,Snake River,Wallowa,F,7,A,99,77
4/19/93,Sixes,Curry,M,9,A,149,
4/28/93,Hood,Hood River,M,4,A,90,78
5/10/93,Dixon,Douglas,F,2,A,45,63
6/1/93,McKenzie,Lane,F,2,A,54,73
7/1/93,Murderers Creek,Grant,M,9,A,162,80
7/2/93,Saddle Mtn,Clatsop,M,10,A,158,
7/6/93,Indigo,Lane,M,2,A,79,75
7/30/93,Rogue,Jackson,M,0,A,10,34
8/2/93,White River,Wasco,M,7,A,120,81
8/23/93,Siuslaw,Lane,M,2,A,85,75
9/1/93,Sled Springs,Wallowa,M,4,A,99,81
9/21/93,Northside,Grant,F,3,A,69,68
9/22/93,Applegate,Jackson,F,4,A,75,73
9/24/93,Sled Springs,Wallowa,M,6,A,120,81
9/26/93,White River,Wasco,M,5,A,125,80
10/5/93,Melrose,Douglas,F,2,A,73,71
10/7/93,Santiam,Clackamas,F,3,A,93,81
10/28/93,Powers,Douglas,M,3,A,95,77
11/10/93,Silvies,Harney,M,8,B,,100
11/16/93,Imnaha,Wallowa,F,2,A,75,
11/16/93,Dixon,Douglas,M,4,C,,100
11/20/93,Indigo,Douglas,F,6,B,59,
11/22/93,McKenzie,Lane,F,2,A,85,72
11/23/93,Indigo,Douglas,F,2,A,87,75
11/24/93,Rogue,Jackson,F,1,B,65,71
11/24/93,McKenzie,Linn,M,7,A,130,81
11/26/93,Dixon,Douglas,F,0,A,35,51
11/26/93,McKenzie,Lane,M,5,B,,83
11/26/93,McKenzie,Lane,M,2,C,,86
11/27/93,Dixon,Douglas,F,0,B,33,63
11/27/93,Applegate,Jackson,M,2,A,90,81
11/27/93,Indigo,Lane,M,2,C,,88
11/28/93,Dixon,Douglas,F,6,B,74,73
11/28/93,Santiam,Marion,M,7,A,108,83
11/28/93,Santiam,Clackamas,M,6,A,119,84
11/30/93,Rogue,Jackson,M,3,A,125,87
12/1/93,Catherine Creek,Union,M,4,A,110,77
12/1/93,Chesnimnus,Wallowa,M,4,A,137,82
12/2/93,Sled Springs,Wallowa,M,6,A,126,78
12/2/93,Wenaha,Union,M,3,A,138,80
12/2/93,Murderers Creek,Grant,M,6,A,168,89
12/2/93,Wenaha,Wallowa,M,9,C,,98
12/3/93,Catherine Creek,Union,F,5,A,89,64
12/3/93,Keating,Baker,F,2,A,75,72
12/4/93,Dixon,Douglas,F,0,A,40,63
12/5/93,Minam,Wallowa,M,0,A,60,69
12/5/93,Minam,Wallowa,M,0,C,,69
12/5/93,Minam,Wallowa,F,6,A,75,75
12/5/93,Minam,Wallowa,M,2,A,88,79
12/5/93,Wenaha,Wallowa,M,2,C,,80
12/5/93,Keating,Baker,M,2,A,95,81
12/5/93,White River,Wasco,M,3,B,125,81
12/5/93,Silver Lake,Lake,M,5,A,145,85
12/5/93,Minam,Wallowa,M,9,A,153,86
12/6/93,Chesnimnus,Wallowa,F,3,A,93,75
12/6/93,Dixon,Douglas,M,7,A,188,83
12/6/93,Sled Springs,Wallowa,F,10,C,,83
12/6/93,Lookout Mtn,Baker,M,8,A,150,84
12/8/93,Sled Springs,Wallowa,F,1,B,53,72
12/8/93,Pine Creek,Baker,M,4,C,,87
12/9/93,Interstate,Lake,M,3,A,102,80
12/12/93,Sled Springs,Wallowa,F,2,A,74,74
12/12/93,Santiam,Marion,F,7,A,90,75
12/12/93,Murderers Creek,Grant,F,1,C,,75
12/12/93,Silver Lake,Lake,F,8,A,104,78
12/12/93,White River,Wasco,M,4,A,120,83
12/12/93,Catherine Creek,Union,M,10,A,138,83
12/12/93,Dixon,Douglas,M,3,A,147,84
12/12/93,Interstate,Lake,F,2,A,110,85
12/12/93,Indigo,Douglas,M,4,A,140,86
12/12/93,Imnaha,Wallowa,M,2,C,,86
12/13/93,Imnaha,Wallowa,M,2,C,,82
12/14/93,Dixon,Douglas,M,1,A,82,75
12/14/93,Silver Lake,Lake,F,6,A,108,78
12/14/93,Sled Springs,Wallowa,M,6,A,133,84
12/15/93,Rogue,Jackson,M,2,A,73,69
12/16/93,Lookout Mtn,Baker,F,2,C,,71
12/16/93,Evans Creek,Jackson,F,2,A,70,77
12/17/93,Imnaha,Wallowa,F,3,A,90,78
12/18/93,Wenaha,Union,F,9,A,88,75
12/18/93,Murderers Creek,Grant,F,4,A,85,79
12/18/93,Interstate,Lake,M,5,A,155,84
12/18/93,Lookout Mtn,Baker,F,4,C,,86
12/18/93,Snake River,Wallowa,M,7,A,157,87
12/19/93,Indigo,Lane,F,2,A,70,
12/19/93,Catherine Creek,Union,F,4,A,90,72
12/19/93,Santiam,Marion,F,3,C,,76
12/19/93,Applegate,Jackson,M,2,A,109,77
12/19/93,Minam,Wallowa,M,8,A,131,84
12/19/93,Interstate,Lake,M,7,A,148,84
12/19/93,Imnaha,Wallowa,M,5,A,150,84
12/19/93,Sled Springs,Union,M,2,C,,84
12/19/93,Ukiah,Umatilla,F,3,A,93,89
12/19/93,Siuslaw,Douglas,M,6,C,,96
12/20/93,Wenaha,Wallowa,M,6,A,131,84
12/21/93,Imnaha,Wallowa,M,4,A,134,80
12/22/93,Keating,Baker,M,6,A,105,82
12/23/93,Imnaha,Wallowa,F,2,A,83,66
12/23/93,Sled Springs,Wallowa,M,3,A,109,80
12/23/93,Rogue,Jackson,F,2,A,85,81
12/24/93,McKenzie,Linn,M,6,C,,91
12/26/93,Indigo,Lane,F,7,A,100,76
12/26/93,Wenaha,Union,F,2,A,78,81
12/27/93,Mt Emily,Umatilla,F,6,A,88,74
12/27/93,Chetco,Josephine,M,3,A,100,78
12/27/93,Keating,Baker,M,7,A,103,80
12/28/93,Sled Springs,Wallowa,M,0,A,23,48
12/28/93,Minam,Union,M,6,A,152,81
12/28/93,Pine Creek,Baker,M,3,A,116,83
12/30/93,Lookout Mtn,Baker,M,4,A,115,80
12/30/93,Wenaha,Union,M,5,A,133,83
12/31/93,Minam,Wallowa,F,8,A,97,71
12/31/93,Wenaha,Union,F,9,A,88,74
12/31/93,Dixon,Jackson,M,3,C,,78
12/31/93,Interstate,Lake,M,4,A,139,82
12/31/93,Mt Emily,Umatilla,M,10,A,152,85
1/1/94,Walla Walla,Umatilla,M,5,C,,72
1/2/94,Walla Walla,Umatilla,M,3,A,128,76
1/2/94,Indigo,Lane,M,4,B,135,76
1/5/94,Dixon,Douglas,M,1,B,68,75
1/6/94,Dixon,Douglas,M,1,A,87,
1/6/94,Walla Walla,Umatilla,M,1,A,83,76
1/6/94,Mt Emily,Union,F,5,A,85,78
1/6/94,Santiam,Clackamas,M,6,A,125,80
1/6/94,Interstate,Klamath,M,10,A,142,81
1/6/94,Rogue,Jackson,M,5,A,131,83
1/7/94,Santiam,Clackamas,F,6,A,98,76
1/8/94,Indigo,Douglas,F,1,C,,70
1/8/94,Indigo,Douglas,M,7,C,,84
1/9/94,Walla Walla,Umatilla,F,1,A,68,70
1/9/94,Santiam,Clackamas,M,7,B,125,81
1/9/94,Rogue,Jackson,M,11,C,,83
1/10/94,Mt Emily,Umatilla,M,0,A,35,54
1/10/94,Mt Emily,Umatilla,M,6,A,140,82
1/10/94,Owyhee,Malheur,M,5,A,144,83
1/12/94,Walla Walla,Umatilla,M,4,C,,94
1/13/94,Evans Creek,Jackson,M,6,A,115,82
1/14/94,Sumpter,Baker,F,3,A,77,72
1/16/94,White River,Wasco,F,4,A,,77
1/16/94,Applegate,Josephine,M,2,A,125,87
1/20/94,Evans Creek,Jackson,M,6,A,132,86
1/22/94,Rogue,Jackson,F,0,A,47,64
1/23/94,McKenzie,Lane,F,7,C,,75
1/24/94,Rogue,Jackson,F,2,A,81,74
1/25/94,McKenzie,Lane,F,9,A,100,77
1/25/94,Rogue,Jackson,M,6,A,145,84
1/26/94,Indigo,Douglas,F,3,A,75,
1/26/94,McKenzie,Lane,F,2,A,75,73
1/26/94,McKenzie,Lane,F,5,A,90,75
1/30/94,McKenzie,Lane,M,8,A,143,87
2/5/94,Interstate,Lake,M,3,A,107,82
2/7/94,McKenzie,Lane,M,3,A,125,81
2/8/94,Siuslaw,Douglas,F,10,A,90,76
2/11/94,Chetco,Curry,F,7,A,91,72
2/11/94,Dixon,Douglas,M,3,A,130,81
2/12/94,Dixon,Douglas,M,3,B,126,53
2/12/94,Dixon,Douglas,M,1,B,76,74
2/13/94,Sled Springs,Wallowa,M,3,A,121,
2/13/94,Evans Creek,Jackson,M,4,A,130,84
2/17/94,Chetco,Josephine,F,8,B,65,76
2/20/94,Tioga,Coos,M,6,C,,86
2/26/94,Chetco,Curry,F,10,A,70,68
2/26/94,Interstate,Lake,F,8,A,97,72
3/2/94,Dixon,Douglas,F,6,A,68,76
3/2/94,Dixon,Douglas,M,2,C,,91
3/8/94,Mt Emily,Umatilla,M,3,A,127,76
3/17/94,Dixon,Douglas,M,5,C,,98
4/10/94,Imnaha,Wallowa,M,1,A,70,
4/11/94,Applegate,Jackson,M,3,A,113,82
4/15/94,Indigo,Douglas,F,9,A,79,78
4/21/94,Applegate,Jackson,F,4,C,,65
4/27/94,Powers,Douglas,M,6,A,125,76
5/4/94,Sixes,Curry,F,4,A,79,72
5/10/94,Melrose,Douglas,F,2,A,61,75
5/12/94,Melrose,Douglas,M,5,A,120,
5/18/94,Indigo,Lane,F,1,A,63,77
6/7/94,Chesnimnus,Wallowa,M,9,A,174,89
7/12/94,Sixes,Curry,M,3,A,124,80
7/14/94,Sixes,Curry,M,5,A,124,82
8/20/94,Indigo,Lane,M,4,A,131,83
8/23/94,Dixon,Douglas,M,2,A,68,72
8/27/94,Applegate,Josephine,M,3,A,100,87
8/30/94,Melrose,Douglas,M,6,A,137,85
9/3/94,Powers,Douglas,F,2,A,74,77
9/18/94,Chetco,Josephine,M,6,A,113,80
10/1/94,Paulina,Lake,M,4,A,120,
10/1/94,Siuslaw,Lane,F,4,A,90,52
10/22/94,Melrose,Douglas,F,3,B,90,75
10/23/94,Rogue,Jackson,M,3,A,130,84
11/6/94,Santiam,Clackamas,F,1,A,87,77
11/14/94,Tioga,Douglas,M,0,B,56,67
11/16/94,Indigo,Lane,F,5,B,,69
11/16/94,Rogue,Jackson,F,5,A,84,73
11/17/94,Santiam,Linn,M,12,B,132,78
11/19/94,Rogue,Jackson,F,3,C,,77
11/19/94,Rogue,Jackson,F,5,C,,79
11/20/94,Santiam,Linn,F,1,A,82,
11/20/94,Powers,Douglas,M,0,C,,75
11/20/94,Evans Creek,Douglas,M,1,A,82,78
11/20/94,McKenzie,Lane,M,1,A,87,83
11/21/94,Dixon,Douglas,F,3,A,92,82
11/22/94,Indigo,Lane,M,1,A,90,77
11/22/94,McKenzie,Lane,M,4,C,,80
11/23/94,McKenzie,Linn,M,6,A,143,86
11/24/94,McKenzie,Lane,F,6,A,100,73
11/25/94,Evans Creek,Josephine,F,3,A,80,74
11/26/94,Santiam,Clackamas,F,4,C,,68
11/26/94,Applegate,Josephine,M,5,B,137,72
11/26/94,McKenzie,Lane,F,2,A,73,74
11/26/94,Santiam,Clackamas,F,1,A,82,77
11/26/94,Indigo,Douglas,M,2,B,,78
11/26/94,Indigo,Lane,F,6,C,,78
11/26/94,Applegate,Jackson,M,2,A,95,79
11/26/94,Santiam,Linn,M,2,B,95,79
